license_nbr,license_type,lic_expir_dd,license_status,license_creation_date,industry,business_name,address_building,address_street_name,address_city,address_state,address_zip,contact_phone,address_borough,detail,community_board,council_district,bin,bbl,nta,census_tract,longitude,latitude,location
2107657-DCA,Individual,2024-10-31,Active,2022-07-21,Tow Truck Driver,"FLORES, ANTHONY J",No Building Info,,BRONX,NY,10472,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
0847106-DCA,Individual,2006-09-30,Inactive,2005-10-07,General Vendor,"ZAMBRANA, FELIPE A",No Building Info,,NEW YORK,NY,10034,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
0702307-DCA,Individual,2011-05-31,Inactive,2003-07-11,Locksmith,"OLIVO, EDGAR A",No Building Info,,NYACK,NY,10960,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
0900505-DCA,Business,2023-03-31,Inactive,1997-04-03,Garage,CHIVIAN GARAGE CORP.,101,W 12TH ST,NEW YORK,NY,10011,2129562280,Manhattan,1.0,102.0,3.0,1010619.0,1006080039.0,MN23,71.0,-73.99822826944903,40.73622169024869,"
,  
(40.736221690248684, -73.99822826944903)"
2107433-DCA,Individual,2024-04-30,Active,2022-07-13,Pedicab Driver,"TRAORE, MOUSSA",No Building Info,,NEW YORK,NY,10030,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1217359-DCA,Business,2023-12-31,Active,2006-01-11,Tobacco Retail Dealer,"FLEUR, RONY ST",17024,JAMAICA AVE,JAMAICA,NY,11432,7186589156,Queens,4.0,412.0,27.0,4217486.0,4102120009.0,QN61,444.0,-73.7892842185725,40.70729121951161,"
,  
(40.70729121951161, -73.7892842185725)"
2066532-1-DCA,Business,2021-12-31,Inactive,2018-02-22,Tobacco Retail Dealer,MERIT FRUITS & VEGGIES CORP,755,9TH AVE,NEW YORK,NY,10019,917-768-1546,Manhattan,1.0,104.0,3.0,1026690.0,1010600036.0,MN15,133.0,-73.98861432617119,40.76396505017934,"
,  
(40.76396505017934, -73.98861432617119)"
1340514-DCA,Business,2017-03-31,Inactive,2009-12-08,Garage,SP PLUS CORPORATION,343,GOLD ST,BROOKLYN,NY,11201,2126954568,Brooklyn,3.0,302.0,35.0,3393888.0,3020490002.0,BK38,15.0,-73.98329277406647,40.69414879727936,"
,  
(40.69414879727936, -73.98329277406647)"
2107607-DCA,Individual,2023-07-31,Active,2022-07-20,Ticket Seller,"ANDZONGO AWONO, HERVE",No Building Info,,JAMAICA,NY,11434,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2085641-DCA,Business,2023-01-31,Inactive,2019-05-08,Debt Collection Agency,RAUSCH STURM LLP,44,BEARFOOT RD,NORTHBOROUGH,MA,01532,8664563744,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1435239-DCA,Business,2023-12-31,Active,2012-06-22,Tobacco Retail Dealer,PRESBYTERIAN 164 DELI CORP.,1081,SAINT NICHOLAS AVE,NEW YORK,NY,10032,212-568-3130,Manhattan,1.0,112.0,7.0,1062937.0,1021220116.0,MN36,245.0,-73.94001991132355,40.83760200533997,"
,  
(40.83760200533997, -73.94001991132355)"
2107517-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,6901,4TH AVE,BROOKLYN,NY,11209,8587667242,Brooklyn,3.0,310.0,43.0,3145728.0,3058730013.0,,,-74.02356303874014,40.63447886148492,"
,  
(40.63447886148492, -74.02356303874014)"
2107504-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,1041,PROSPECT AVE,BRONX,NY,10459,8587667242,Bronx,2.0,203.0,17.0,2097205.0,2026790001.0,,,-73.89952737044254,40.82474229806576,"
,  
(40.82474229806576, -73.89952737044254)"
2071844-1-DCA,Business,2023-11-30,Active,2018-05-25,Electronic Cigarette Dealer,TRIANGLE DELI CORP,1334,BROADWAY,BROOKLYN,NY,11221,347-529-1166,Brooklyn,3.0,303.0,41.0,3341199.0,3014790008.0,BK35,375.0,-73.92304979393646,40.69004555608467,"
,  
(40.69004555608467, -73.92304979393646)"
1338970-DCA,Individual,2011-04-30,Inactive,2009-11-17,Pedicab Driver,"BIYIKOGLU, OMER",No Building Info,,UNION CITY,NJ,07087,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1470110-DCA,Business,2019-01-31,Inactive,2013-07-25,Debt Collection Agency,MNS & ASSOCIATES LLC,3960,HARLEM RD,BUFFALO,NY,14226,877-937-0604,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2107583-DCA,Individual,2024-10-31,Active,2022-07-19,Tow Truck Driver,"FIGUEROA JR, ERIC D",No Building Info,,BRONX,NY,10455,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1330692-DCA,Individual,,Inactive,2009-08-27,Home Improvement Salesperson,"GROSS, IRA",No Building Info,,GARDEN CITY PARK,NY,11040,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2107576-DCA,Individual,2024-10-31,Active,2022-07-19,Tow Truck Driver,"ROSARIO, MANUEL",No Building Info,,KEYPORT,NJ,07735,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2049657-DCA,Business,2025-07-31,Active,2017-03-17,Secondhand Dealer - General,"AT&T MOBILITY SUPPLY, LLC",9015,QUEENS BLVD,ELMHURST,NY,11373,5616273365,Queens,4.0,404.0,25.0,4045999.0,4018600100.0,,,-73.87157752015248,40.73384724725437,"
,  
(40.73384724725437, -73.87157752015248)"
1346796-DCA,Business,2019-03-31,Inactive,2013-07-13,Garage,SP PLUS CORPORATION,74,DEKALB AVE,BROOKLYN,NY,11201,2126954568,Brooklyn,3.0,302.0,35.0,3391840.0,3020940010.0,BK68,33.0,-73.97972039707659,40.68986363852689,"
,  
(40.68986363852689, -73.97972039707659)"
0509502-DCA,Business,2018-08-08,Inactive,2013-04-24,Bingo Game Operator,CHURCH OF SAINT ANN,125,CROMWELL AVE,STATEN ISLAND,NY,10304,7183510270,Staten Island,5.0,502.0,50.0,5048894.0,5033180001.0,SI36,9602.0,-74.0970059712258,40.590671846301134,"
,  
(40.590671846301134, -74.0970059712258)"
2112985-DCA,Business,2025-02-28,Active,2023-05-02,Home Improvement Contractor,MASTER KITCHEN & BATH INC,228,FRONT ST,HEMPSTEAD,NY,11550,5167505201,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2001573-DCA,Business,2025-03-15,Active,2013-12-12,Dealer In Products,"RGH ENTERPRISES, INC",1810,SUMMIT COMMERCE PARK,TWINSBURG,OH,44087,No Contact Available,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2048684-DCA,Business,2025-07-31,Active,2017-02-23,Secondhand Dealer - General,"AT&T MOBILITY SUPPLY, LLC",16,W 34TH ST,NEW YORK,NY,10118,2126450008,Manhattan,1.0,105.0,4.0,1015862.0,1008350041.0,,,-73.9856213541018,40.74887410660872,"
,  
(40.74887410660872, -73.9856213541018)"
1417005-DCA,Business,2021-07-31,Inactive,2012-01-06,Secondhand Dealer - General,SPRINT SPECTRUM L.P.,361,E FORDHAM RD,BRONX,NY,10458,8662751411,Bronx,2.0,207.0,15.0,2016303.0,2032750001.0,BX05,39901.0,-73.89257706311088,40.86184999236685,"
,  
(40.86184999236685, -73.89257706311088)"
2081743-DCA,Business,2022-06-30,Inactive,2019-01-29,Electronic & Appliance Service,BRONX PARK EAST APPLIANCES LLC,669,SAGAMORE ST,BRONX,NY,10462,3478664080,Bronx,2.0,211.0,15.0,2095018.0,2042560051.0,,,-73.86793607219442,40.84888862643277,"
,  
(40.84888862643277, -73.86793607219442)"
0910890-DCA,Business,2005-03-31,Inactive,1997-04-03,Parking Lot,"KINNEY SYSTEM, INC.",326,W 40TH ST,NEW YORK,NY,10018,2128894444,Manhattan,1.0,104.0,3.0,1087259.0,1007630054.0,MN15,115.0,-73.99168370614345,40.75634315951697,"
,  
(40.75634315951697, -73.99168370614345)"
1064035-DCA,Business,2007-12-31,Inactive,2003-12-12,Tobacco Retail Dealer,"GOHEL, JAYABEN P",No Building Info,CHURCH STREET,NEW YORK,NY,10007,2122641042,Manhattan,1.0,,1.0,,,,,-74.00709559383127,40.715998116846144,"
,  
(40.715998116846144, -74.00709559383127)"
1216285-DCA,Business,2009-12-31,Inactive,2005-12-21,Laundry,"BEDOYA'S LAUNDROMAT, INC.",2211,ASTORIA BLVD,ASTORIA,NY,11102,7189560020,Queens,4.0,401.0,22.0,4019808.0,4008840004.0,QN71,69.0,-73.92496975704948,40.77192563388538,"
,  
(40.77192563388538, -73.92496975704948)"
1212608-DCA,Individual,,Inactive,2005-10-17,Home Improvement Salesperson,"MINDLIN, GARY",No Building Info,,NEW YORK,NY,10023,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1099830-DCA,Business,2023-07-31,Inactive,2002-01-14,Secondhand Dealer - General,DOLPHIN TRANSMISSIONS INC,8501,FLATLANDS AVE,BROOKLYN,NY,11236,7182090800,Brooklyn,3.0,318.0,46.0,3224527.0,3080060007.0,,,-73.90951897350581,40.63795077081008,"
,  
(40.63795077081008, -73.90951897350581)"
1202681-DCA,Business,2023-12-31,Inactive,2005-07-01,Tobacco Retail Dealer,LUCKY SIGNS MARKET INC.,160,SAINT MARYS AVE,STATEN ISLAND,NY,10305,718-443-3171,Staten Island,5.0,501.0,49.0,5106206.0,5029720070.0,SI37,36.0,-74.07277080699552,40.61392171772029,"
,  
(40.61392171772029, -74.07277080699552)"
2055976-DCA,Business,2024-06-30,Active,2017-07-19,Electronic & Appliance Service,CLEAR WIRELESS & MORE INC,3333,FULTON ST,BROOKLYN,NY,11208,3472407255,Brooklyn,3.0,305.0,37.0,3092263.0,3041300065.0,,,-73.87259020764412,40.68354504475403,"
,  
(40.68354504475403, -73.87259020764412)"
2081313-DCA,Business,2023-01-31,Inactive,2019-01-11,Debt Collection Agency,RAUSCH STURM LLP,250,N SUNNY SLOPE RD,BROOKFIELD,WI,53005,8664563744,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1414899-DCA,Individual,2025-05-31,Active,2011-12-02,Locksmith,"CRUZ, VINCENT F",No Building Info,,BRONX,NY,10452,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2052352-DCA,Business,2020-07-23,Inactive,2017-05-03,Sidewalk Cafe,"WILD LIVING, LLC",148,5TH AVE,BROOKLYN,NY,11217,6463874175,Brooklyn,3.0,306.0,39.0,3019356.0,3009460045.0,BK37,131.0,-73.97924804150433,40.67822023185862,"
,  
(40.67822023185862, -73.97924804150433)"
2098325-DCA,Business,2023-03-31,Inactive,2021-04-08,Garage,1350 6TH AVENUE GARAGE LLC,1350,6TH AVE,NEW YORK,NY,10019,6465840409,Manhattan,1.0,105.0,4.0,1034815.0,1012700071.0,,,-73.97834090743741,40.76273118749094,"
,  
(40.76273118749094, -73.97834090743741)"
2081058-DCA,Business,2020-12-31,Inactive,2019-01-02,Electronics Store,HARTY LLC,584,BAY ST,STATEN ISLAND,NY,10304,7168465821,Staten Island,5.0,501.0,49.0,5013665.0,5005210021.0,SI37,21.0,-74.07612511652907,40.62745960746139,"
,  
(40.62745960746139, -74.07612511652907)"
1398066-DCA,Business,2020-07-26,Inactive,2011-06-27,Sidewalk Cafe,UNCLE ABIES DELI ON FIRST INC.,1442,1ST AVE,NEW YORK,NY,10021,2127371700,Manhattan,1.0,108.0,5.0,1045916.0,1014690046.0,MN31,132.0,-73.95463753329575,40.76965476520687,"
,  
(40.769654765206866, -73.95463753329575)"
2107530-DCA,Business,2024-04-30,Active,2022-07-15,Tow Truck Company,FIRST CHOICE TOWING INC.,2351,MCDONALD AVE,BROOKLYN,NY,11223,7184372008,Brooklyn,3.0,315.0,47.0,3193450.0,3071470013.0,,,-73.97352713242672,40.59481321865377,"
,  
(40.59481321865377, -73.97352713242672)"
2106354-DCA,Business,2025-01-31,Active,2022-05-26,Debt Collection Agency,RATCHFORD LAW GROUP PC,54,GLENMAURA NATIONAL BLVD,MOOSIC,PA,18507,5705585510,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1411077-DCA,Business,2017-03-31,Inactive,2011-10-18,Garage,SP PLUS CORPORATION,226,50TH AVE,LONG IS CITY,NY,11101,2126954568,Queens,4.0,402.0,26.0,4000000.0,4000160502.0,QN31,1.0,-73.95808732655165,40.74348492471856,"
,  
(40.74348492471856, -73.95808732655165)"
2044973-DCA,Business,2025-07-31,Active,2016-10-24,Secondhand Dealer - General,BEST FURNITURE CENTER NO.1 INC,1485,MYRTLE AVE,BROOKLYN,NY,11237,718-456-7538,Brooklyn,3.0,304.0,37.0,3075721.0,3033090033.0,,,-73.91649022699733,40.6990081448872,"
,  
(40.6990081448872, -73.91649022699733)"
2105546-DCA,Individual,2023-07-31,Active,2022-04-26,Ticket Seller,"BARRIE, MUSA",No Building Info,,NEW YORK,NY,10039,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2073069-1-DCA,Business,2023-11-30,Active,2018-06-11,Electronic Cigarette Dealer,YUMZE INC,2001,NEW HAVEN AVE,FAR ROCKAWAY,NY,11691,347-606-0002,Queens,4.0,414.0,31.0,4300973.0,4157600025.0,QN15,99801.0,-73.75391920147489,40.60072860546472,"
,  
(40.60072860546472, -73.75391920147489)"
2100278-DCA,Individual,2023-07-31,Active,2021-07-21,Ticket Seller,"SANDOP, AUGUSTINE",No Building Info,,NEW YORK,NY,10017,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2075019-1-DCA,Business,2023-11-30,Active,2018-07-05,Electronic Cigarette Dealer,MUALLA DELI CORP,8610,ROCKAWAY BEACH BLVD,ROCKAWAY BEACH,NY,11693,3479722760,Queens,4.0,414.0,32.0,4303420.0,4161200080.0,QN12,94202.0,-73.81145520439269,40.58754705395587,"
,  
(40.58754705395587, -73.81145520439269)"
2107542-DCA,Business,2024-03-31,Active,2022-07-18,Stoop Line Stand,86 BEST DEAL INC,2215,86TH ST,BROOKLYN,NY,11214,No Contact Available,Brooklyn,3.0,311.0,47.0,3165953.0,3063480072.0,,,-73.99337750022465,40.60169179571753,"
,  
(40.60169179571753, -73.99337750022465)"
2016754-DCA,Individual,,Inactive,2014-12-23,Home Improvement Salesperson,"VAZQUEZ, JOSE",No Building Info,,AVENEL,NJ,07001,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2084525-DCA,Business,2023-12-31,Active,2019-04-11,Laundries,"LONG RIVER CLEANER, INC",3628,9TH ST,ASTORIA,NY,11106,718-472-5510,Queens,4.0,401.0,26.0,4004350.0,4003550130.0,QN68,39.0,-73.94191523546534,40.76122269570272,"
,  
(40.76122269570272, -73.94191523546534)"
2107615-DCA,Business,2023-07-31,Active,2022-07-20,Secondhand Dealer - General,ACCESS BROKER CORP.,1317,DEKALB AVE,BROOKLYN,NY,11221,No Contact Available,Brooklyn,3.0,304.0,34.0,3073495.0,3032320043.0,,,-73.92576376534613,40.6976750531505,"
,  
(40.6976750531505, -73.92576376534613)"
2099599-DCA,Business,2025-02-28,Active,2021-06-21,Home Improvement Contractor,SCHIM LLC,128,MARINE AVE,BROOKLYN,NY,11209,2122874090,Brooklyn,3.0,310.0,47.0,3155714.0,3061200029.0,,,-74.0359584926713,40.61709015088989,"
,  
(40.61709015088989, -74.0359584926713)"
1320677-DCA,Individual,2024-03-31,Active,2009-06-02,Sightseeing Guide,"MAYR, YUE",No Building Info,,Vienna,Vienna,1050,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2105720-DCA,Individual,2023-04-30,Inactive,2022-05-03,Pedicab Driver,"KARADAVUT, ARIFE",No Building Info,,NEW YORK,NY,10026,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2085190-DCA,Business,2021-01-28,Inactive,2019-04-26,Garage,"NEW 12TH STREET GARAGE, LLC",110,UNIVERSITY PL,NEW YORK,NY,10003,2125368358,Manhattan,1.0,102.0,2.0,1009386.0,1005707503.0,MN23,61.0,-73.99249472023192,40.73428366340385,"
,  
(40.73428366340385, -73.99249472023192)"
0976908-DCA,Business,2022-05-01,Inactive,2004-04-01,Employment Agency,STEELE ANN,165,W 46TH ST,NEW YORK,NY,10036,2126299112,Manhattan,1.0,105.0,4.0,1022661.0,1009990003.0,,,-73.98394811504467,40.75811544651081,"
,  
(40.75811544651081, -73.98394811504467)"
1270105-DCA,Business,2017-05-15,Inactive,2007-10-12,Sidewalk Cafe,PHILLIES PIZZERIA II INC.,7402,ELIOT AVE,MIDDLE VLG,NY,11379,718-397-1340,Queens,4.0,405.0,30.0,4067019.0,4029300001.0,QN21,66501.0,-73.88551491874715,40.72207046435732,"
,  
(40.72207046435732, -73.88551491874715)"
1344014-DCA,Individual,2025-05-31,Active,2010-02-01,Locksmith,"ROHR, RONALD",No Building Info,,BROOKLYN,NY,11214,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2104861-2-DCA,Business,2024-12-31,Active,2022-03-30,Tobacco Retail Dealer,MEDINA DELI GROCERY INC,1888,WALTON AVE,BRONX,NY,10453,3472713112,Bronx,2.0,205.0,14.0,2007903.0,2028270032.0,,,-73.90931440836339,40.849455559725,"
,  
(40.849455559725, -73.90931440836339)"
2055156-DCA,Business,2024-06-30,Active,2017-06-30,Electronic & Appliance Service,"BRENES, ELENA MARIA",17217,JAMAICA AVE,JAMAICA,NY,11432,9174808110,Queens,4.0,412.0,27.0,4539504.0,4098087501.0,,,-73.78738194530145,40.707748843213686,"
,  
(40.707748843213686, -73.78738194530145)"
2101569-DCA,Business,2024-06-30,Active,2021-09-17,Electronic & Appliance Service,FIX AND MORE INC,151,E 110TH ST,NEW YORK,NY,10029,2674717911,Manhattan,1.0,111.0,8.0,1052178.0,1016380023.0,,,-73.94415048307654,40.79470684595277,"
,  
(40.79470684595277, -73.94415048307654)"
2107594-DCA,Individual,2024-03-31,Active,2022-07-19,Sightseeing Guide,"WALSH, JAKOB",No Building Info,,WEEHAWKEN,NJ,07086,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1113253-DCA,Business,2019-07-31,Inactive,2002-06-25,Secondhand Dealer - Auto,"SILVER STAR AUTO RESOURCES, LLC",3611,NORTHERN BLVD,LONG ISLAND CITY,NY,11101,718-361-2332,Queens,4.0,401.0,26.0,4004571.0,4003780001.0,QN68,55.0,-73.92759080395126,40.7520635998125,"
,  
(40.7520635998125, -73.92759080395126)"
0965328-DCA,Business,2019-03-31,Inactive,1999-06-02,Garage,SP PLUS CORPORATION,21010,23RD AVE,BAYSIDE,NY,11360,2126954568,Queens,4.0,407.0,19.0,4131229.0,4058930501.0,QN47,99704.0,-73.78106977275347,40.779172099307246,"
,  
(40.779172099307246, -73.78106977275347)"
2107663-DCA,Individual,2024-10-31,Active,2022-07-21,Tow Truck Driver,"HARRICHARAN, JASON",No Building Info,,BROOKLYN,NY,11234,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1377103-DCA,Business,2021-12-31,Inactive,2010-11-16,Tobacco Retail Dealer,LUCY DELI GROCERY CORP,85,EUCLID AVE,BROOKLYN,NY,11208,3472408113,Brooklyn,3.0,305.0,37.0,3090905.0,3041050001.0,BK83,117602.0,-73.87499991717529,40.68675632878457,"
,  
(40.68675632878457, -73.87499991717529)"
1331627-DCA,Individual,2019-02-28,Inactive,2009-09-03,Home Improvement Salesperson,"FEIERSTEIN, ALBERT M",No Building Info,,MELVILLE,NY,11747,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1280485-DCA,Business,2020-04-15,Inactive,2008-04-01,Sidewalk Cafe,"G.V.S. BAKERY, INC.",3621,DITMARS BLVD,ASTORIA,NY,11105,516-644-3792,Queens,4.0,401.0,22.0,4016537.0,4008230066.0,QN72,113.0,-73.90797629064107,40.77421615178975,"
,  
(40.77421615178975, -73.90797629064107)"
2045066-1-DCA,Business,2023-12-31,Active,2016-10-26,Tobacco Retail Dealer,A & M DELI & GRILL INC,13202,JAMAICA AVE,RICHMOND HILL,NY,11418,347-635-2975,Queens,4.0,409.0,29.0,4196340.0,4093400101.0,QN54,14202.0,-73.82049747055868,40.70210984823282,"
,  
(40.70210984823282, -73.82049747055868)"
2052137-DCA,Business,2021-02-28,Inactive,2017-04-28,Home Improvement Contractor,CORE SOLUTIONS NYC CORP,17,RAMBLEWOOD RD,SHOREHAM,NY,11786,2126712716,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1454223-DCA,Business,2020-04-01,Inactive,2013-01-25,Sidewalk Cafe,"G.V.S. BAKERY, INC.",3621,DITMARS BLVD,ASTORIA,NY,11105,516-644-3792,Queens,4.0,401.0,22.0,4016537.0,4008230066.0,QN72,113.0,-73.90797629064107,40.77421615178975,"
,  
(40.77421615178975, -73.90797629064107)"
1338540-DCA,Business,2018-07-06,Inactive,2009-11-12,Garage,SP PLUS CORPORATION,587,AVENUE OF THE AMERICAS,NEW YORK,NY,10011,2126954568,Manhattan,1.0,104.0,3.0,1000000.0,1007920039.0,MN13,81.0,-73.99559393900273,40.73908439642786,"
,  
(40.73908439642786, -73.99559393900273)"
2114718-DCA,Business,2024-03-31,Active,2023-06-28,Stoop Line Stand,BEAM'S FAMILY DELI INC,348,BROADWAY,STATEN ISLAND,NY,10310,7189263549,Staten Island,5.0,501.0,49.0,5005541.0,5002070079.0,,,-74.11686467754201,40.63277501322359,"
,  
(40.632775013223586, -74.11686467754201)"
2048821-DCA,Business,2025-07-31,Active,2017-02-28,Secondhand Dealer - General,"AT&T MOBILITY SUPPLY, LLC",144,DELANCEY ST,NEW YORK,NY,10002,5616273365,Manhattan,1.0,103.0,1.0,1004305.0,1003530075.0,,,-73.98673187375122,40.718067120159134,"
,  
(40.718067120159134, -73.98673187375122)"
2029853-DCA,Business,2025-02-28,Active,2015-10-27,Home Improvement Contractor,KM CONSTRUCTION GROUP INC,5,WALNUT ST,RYE,NY,10580,6468310713,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2071903-1-DCA,Business,2023-11-30,Active,2018-05-25,Electronic Cigarette Dealer,5TH AVENUE GOURMET DELI GRILL INC,6902,5TH AVE,BROOKLYN,NY,11209,347-272-0753,Brooklyn,3.0,310.0,43.0,3145756.0,3058730044.0,BK31,130.0,-74.02108027065543,40.63333202213688,"
,  
(40.63333202213688, -74.02108027065543)"
2052645-DCA,Business,2018-12-31,Inactive,2017-05-09,Electronics Store,"TCC WIRELESS, INC.",555,GRAND CONCOURSE,BRONX,NY,10451,6304802224,Bronx,2.0,204.0,8.0,2001058.0,2023470031.0,BX63,63.0,-73.92710245316007,40.81903205538226,"
,  
(40.81903205538226, -73.92710245316007)"
2095893-DCA,Business,2023-07-31,Active,2020-06-26,Secondhand Dealer - General,"CARPIO, INGRID M",8020,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,929-605-8820,Queens,4.0,404.0,25.0,4036845.0,4014910008.0,,,-73.88551459652734,40.747459456155255,"
,  
(40.747459456155255, -73.88551459652734)"
1451177-DCA,Business,2024-06-30,Active,2012-11-29,Electronic & Appliance Service,"R.K. VIDEO DUB, INC.",5412,ROOSEVELT AVE,WOODSIDE,NY,11377,718-639-2881,Queens,4.0,402.0,26.0,4030938.0,4013230001.0,,,-73.91031578971264,40.74479158199732,"
,  
(40.74479158199732, -73.91031578971264)"
1092103-DCA,Business,2020-07-26,Inactive,2005-05-13,Sidewalk Cafe,"RAJMAR HOLDINGS, INC.",636,HUDSON ST,NEW YORK,NY,10014,2123559888,Manhattan,1.0,102.0,3.0,1011651.0,1006260027.0,MN23,77.0,-74.00549942185195,40.73865891284488,"
,  
(40.73865891284488, -74.00549942185195)"
2107508-DCA,Business,2023-07-31,Active,2022-07-15,Secondhand Dealer - General,ECOATM LLC,168,NAGLE AVE,NEW YORK,NY,10040,8587667242,Manhattan,1.0,112.0,10.0,1064176.0,1021740066.0,,,-73.92483608640185,40.86156811064303,"
,  
(40.86156811064303, -73.92483608640185)"
